condition,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,repeat_seed,best_epoch,val_auprc_weak,n_supervised,budget,n_annotations_used,n_annotations_positive,seed,annotation_source,annotation_manifest,is_fixture
A2_feedback_langsung,entity,0.6416909169447955,0.8703703703703703,0.5185185185185185,0.6666666666666666,0.5389668753592328,0.19183673469387755,0.891689420989988,0.3158704398897346,0.2682838675453323,583.0,54.0,0.09262435677530018,42,126,0.9170655478830323,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5725312729722359,0.8703703703703703,0.46296296296296297,0.6111111111111112,0.51479301497245,0.1540983606557377,0.8752128565346956,0.35918074982645426,0.28902000103837033,750.0,54.0,0.072,42,126,0.9170655478830323,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6375849985381644,0.8703703703703703,0.5185185185185185,0.6666666666666666,0.578491174417445,0.21962616822429906,0.8871035496744382,0.2729497816860482,0.2312788268557655,583.0,54.0,0.09262435677530018,43,109,0.9171215512172465,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5953045935886417,0.8703703703703703,0.5185185185185185,0.6296296296296297,0.5559574040586699,0.18007662835249041,0.8761441038739889,0.2991126728515179,0.2364868524138463,750.0,54.0,0.072,43,109,0.9171215512172465,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.633692322005791,0.8703703703703703,0.5370370370370371,0.7037037037037037,0.561610068962744,0.20704845814977973,0.8961002590492193,0.2840134217201946,0.24715085011497495,583.0,54.0,0.09262435677530018,44,105,0.9193327317129956,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5606263965323528,0.8703703703703703,0.46296296296296297,0.6111111111111112,0.5415695415695416,0.17028985507246377,0.8779001702852278,0.32536721445851313,0.26295916587942736,750.0,54.0,0.072,44,105,0.9193327317129956,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.637453520728129,0.8333333333333334,0.5370370370370371,0.6666666666666666,0.5360887474255758,0.1875,0.8841279843170202,0.3114357262832871,0.2736474296650114,583.0,54.0,0.09262435677530018,45,103,0.9207165059816715,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5628284625960162,0.8333333333333334,0.48148148148148145,0.5740740740740741,0.5191392592741007,0.1541095890410959,0.8764633886760324,0.3234041234793014,0.27492250411338887,750.0,54.0,0.072,45,103,0.9207165059816715,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6136995778696847,0.9074074074074074,0.5,0.6296296296296297,0.5467051578137028,0.1991869918699187,0.8860008401596304,0.32318881640120545,0.29185846889207995,583.0,54.0,0.09262435677530018,46,169,0.9213825001682777,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5072926780154837,0.9074074074074074,0.46296296296296297,0.5555555555555556,0.5285773677541971,0.1644295302013423,0.8734567901234568,0.35426029371556556,0.3000575680037316,750.0,54.0,0.072,46,169,0.9213825001682777,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6222445356725335,0.9259259259259259,0.5370370370370371,0.6666666666666666,0.5537299353601584,0.20491803278688525,0.8981306448225161,0.3196659347945633,0.26884273581028895,583.0,54.0,0.09262435677530018,47,89,0.9112362595866482,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5544315639140982,0.9259259259259259,0.46296296296296297,0.6111111111111112,0.4859655591269671,0.14326647564469913,0.8834344401873138,0.38713214199734103,0.3059980655663946,750.0,54.0,0.072,47,89,0.9112362595866482,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.648646510770328,0.9074074074074074,0.5370370370370371,0.7037037037037037,0.52437106918239,0.1856060606060606,0.8979906182174613,0.33882966673560716,0.29112271904064535,583.0,54.0,0.09262435677530018,48,90,0.9125996192050239,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.612000568355342,0.9074074074074074,0.5,0.6481481481481481,0.5048524460289167,0.15123456790123457,0.8928799489144317,0.37191586678355903,0.3016670748833468,750.0,54.0,0.072,48,90,0.9125996192050239,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.617826707787948,0.8333333333333334,0.5,0.6296296296296297,0.5447352669528646,0.19313304721030042,0.8721907162360849,0.30065099979803456,0.27431774404174664,583.0,54.0,0.09262435677530018,49,104,0.9222196472773938,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5475141571406236,0.8333333333333334,0.48148148148148145,0.5925925925925926,0.5255082207129954,0.15789473684210525,0.8555502341421881,0.32683329197126076,0.2791999257949218,750.0,54.0,0.072,49,104,0.9222196472773938,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6005549984063109,0.8888888888888888,0.5185185185185185,0.6111111111111112,0.524931969737747,0.18461538461538463,0.8704403836728978,0.34639322118827837,0.31526485556573824,583.0,54.0,0.09262435677530018,50,169,0.9168133585888293,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5000187854150421,0.8888888888888888,0.46296296296296297,0.5555555555555556,0.5093916456405944,0.1523809523809524,0.8558695189442316,0.37850126048001587,0.32210373188661007,750.0,54.0,0.072,50,169,0.9168133585888293,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6219748155002885,0.8888888888888888,0.5370370370370371,0.6111111111111112,0.5397274343880304,0.1935483870967742,0.8788419799761955,0.3243285733653717,0.28644336844385343,583.0,54.0,0.09262435677530018,51,89,0.9115902749735427,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.573398804302649,0.8888888888888888,0.5185185185185185,0.5925925925925926,0.5211950970377937,0.15894039735099338,0.866086632609621,0.35471310830538494,0.2934035129026621,750.0,54.0,0.072,51,89,0.9115902749735427,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6247308065258003,0.8888888888888888,0.5555555555555556,0.6296296296296297,0.5434647595020696,0.19591836734693877,0.8836553945249598,0.3181589094878824,0.28456941142544323,583.0,54.0,0.09262435677530018,52,119,0.9140303876857568,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5640796560386989,0.8888888888888888,0.48148148148148145,0.5740740740740741,0.5230277753128051,0.16,0.8781795444870157,0.33275484545615885,0.28850882760224755,750.0,54.0,0.072,52,119,0.9140303876857568,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6017087991006349,0.8333333333333334,0.5,0.6111111111111112,0.531191043206631,0.18442622950819673,0.8746761884758104,0.3161542625201028,0.27652664568228846,583.0,54.0,0.09262435677530018,53,120,0.9180588471250087,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.45925899242643514,0.8333333333333334,0.4444444444444444,0.5555555555555556,0.5128318485715909,0.1505016722408027,0.8518518518518519,0.35728921306091416,0.29522578749245165,750.0,54.0,0.072,53,120,0.9180588471250087,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6019376278089681,0.9444444444444444,0.5185185185185185,0.6666666666666666,0.5467989822268906,0.2015810276679842,0.8900791150318561,0.33003919246537416,0.2865272472364001,583.0,54.0,0.09262435677530018,54,97,0.9164347751113486,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5390144283958549,0.9444444444444444,0.4444444444444444,0.6296296296296297,0.5064684139784946,0.15454545454545454,0.8804278416347382,0.390511267787339,0.31568466318493044,750.0,54.0,0.072,54,97,0.9164347751113486,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6444234612485021,0.9074074074074074,0.5185185185185185,0.6666666666666666,0.5709873936908136,0.21585903083700442,0.8997234474550164,0.29337253838239125,0.2515650252230814,583.0,54.0,0.09262435677530018,55,106,0.9195963867081509,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5805317844200523,0.9074074074074074,0.48148148148148145,0.5925925925925926,0.5445519185189931,0.17437722419928825,0.8856295232013622,0.33633092940160325,0.26812697579725336,750.0,54.0,0.072,55,106,0.9195963867081509,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6357906908518344,0.9074074074074074,0.5555555555555556,0.7037037037037037,0.563223174893865,0.21030042918454936,0.8978505916124063,0.3005066847513882,0.2694354719708945,583.0,54.0,0.09262435677530018,56,143,0.9169612419606847,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5937061858686578,0.9074074074074074,0.48148148148148145,0.6111111111111112,0.5493395493395494,0.17753623188405798,0.8924808429118775,0.3166369838525027,0.26244365777952683,750.0,54.0,0.072,56,143,0.9169612419606847,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6163510166562506,0.8333333333333334,0.5185185185185185,0.6851851851851852,0.5385489483088304,0.18907563025210083,0.8763039977595743,0.30866707716894237,0.28150948296418193,583.0,54.0,0.09262435677530018,57,145,0.920957892383197,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.552515988410134,0.8333333333333334,0.5,0.5925925925925926,0.5200451722190853,0.15463917525773196,0.8575058535547041,0.3404149190476278,0.2887389217817368,750.0,54.0,0.072,57,145,0.920957892383197,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6049699032477658,0.9259259259259259,0.5185185185185185,0.6666666666666666,0.5613930597786904,0.21008403361344538,0.8824476650563606,0.3080247982675166,0.2665918822566303,583.0,54.0,0.09262435677530018,58,111,0.9177137271860685,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5336239486976204,0.9259259259259259,0.4444444444444444,0.5740740740740741,0.5407596301886602,0.17301038062283736,0.8706896551724137,0.33684242356941635,0.27428044462761647,750.0,54.0,0.072,58,111,0.9177137271860685,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6076604301855507,0.8518518518518519,0.5,0.6111111111111112,0.5418763121166275,0.19246861924686193,0.8754463348036127,0.3133278989571773,0.2918237249478157,583.0,54.0,0.09262435677530018,59,152,0.9181334106236456,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5511750584864996,0.8518518518518519,0.46296296296296297,0.5740740740740741,0.5201631072021589,0.15593220338983052,0.8676564495530013,0.33312012645018857,0.29563745895580906,750.0,54.0,0.072,59,152,0.9181334106236456,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.5903424533729217,0.8703703703703703,0.5185185185185185,0.6296296296296297,0.5414482376507692,0.1934156378600823,0.8756213680599314,0.31958917616710847,0.2803806095343851,583.0,54.0,0.09262435677530018,60,102,0.9109524940997725,7,10,7,1,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
