condition,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,best_epoch,val_auprc_weak,n_supervised,elapsed_s,budget,n_annotations_used,n_annotations_positive,seed,annotation_source,is_fixture
A2_feedback_langsung,entity,0.6769283980974777,0.9629629629629629,0.5555555555555556,0.7222222222222222,0.522408293460925,0.18840579710144928,0.9200098018623539,0.3507509834767565,0.2739560637027614,583.0,54.0,0.09262435677530018,60,0.8913121636215311,10,12.4,10,10,5,42,tests\fixtures\fake_annotations.csv,True
A2_feedback_langsung,all,0.6293708828029994,0.9629629629629629,0.5185185185185185,0.6851851851851852,0.41863296564151264,0.12037037037037036,0.9139261387824605,0.41486724766072836,0.31007712767227874,750.0,54.0,0.072,60,0.8913121636215311,10,12.4,10,10,5,42,tests\fixtures\fake_annotations.csv,True
A3_feedback_propagasi,entity,0.6795728909592835,0.9629629629629629,0.5555555555555556,0.7222222222222222,0.523646109095663,0.1890909090909091,0.9207449415388923,0.35211940765101285,0.27517068444836623,583.0,54.0,0.09262435677530018,60,0.8898693479618405,42,12.0,10,10,5,42,tests\fixtures\fake_annotations.csv,True
A3_feedback_propagasi,all,0.6354278568948301,0.9629629629629629,0.5370370370370371,0.7037037037037037,0.41413227994889173,0.11899313501144165,0.915389527458493,0.41588133945883554,0.3107504806372572,750.0,54.0,0.072,60,0.8898693479618405,42,12.0,10,10,5,42,tests\fixtures\fake_annotations.csv,True
A2_feedback_langsung,entity,0.6798336989666615,0.9814814814814815,0.5555555555555556,0.7222222222222222,0.5291271319634437,0.19343065693430658,0.9189596023244416,0.34955828659619054,0.2712453427456341,583.0,54.0,0.09262435677530018,60,0.8892541767178154,20,11.7,20,20,9,42,tests\fixtures\fake_annotations.csv,True
A2_feedback_langsung,all,0.6388113288115093,0.9814814814814815,0.5185185185185185,0.6851851851851852,0.41535015540305087,0.12072892938496584,0.9163473818646233,0.41411554665157596,0.30796592356245317,750.0,54.0,0.072,60,0.8892541767178154,20,11.7,20,20,9,42,tests\fixtures\fake_annotations.csv,True
A3_feedback_propagasi,entity,0.6963499727858808,1.0,0.5555555555555556,0.7407407407407407,0.5271081405535187,0.1935483870967742,0.9259609325771897,0.3521221322540819,0.2708553813439806,583.0,54.0,0.09262435677530018,60,0.885774209753444,61,11.9,20,20,9,42,tests\fixtures\fake_annotations.csv,True
A3_feedback_propagasi,all,0.6609005976035874,1.0,0.5555555555555556,0.7037037037037037,0.412,0.1210762331838565,0.9256332481907195,0.4162603084654693,0.30733148327488025,750.0,54.0,0.072,60,0.885774209753444,61,11.9,20,20,9,42,tests\fixtures\fake_annotations.csv,True
