condition,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,best_epoch,val_auprc_weak,n_supervised,elapsed_s,seed,annotation_source,is_fixture
A1_tanpa_feedback,entity,0.6764892991154232,0.9629629629629629,0.5555555555555556,0.7222222222222222,0.5211715541726215,0.18772563176895307,0.9183994959042219,0.3516348478212011,0.27581471623341697,583.0,54.0,0.09262435677530018,60,0.8907893226328742,0,13.5,42,tests\fixtures\fake_annotations.csv,True
A1_tanpa_feedback,all,0.6296768121310262,0.9629629629629629,0.5185185185185185,0.6666666666666666,0.415933929232431,0.11954022988505747,0.913154533844189,0.4144141081173145,0.3101069774936774,750.0,54.0,0.072,60,0.8907893226328742,0,13.5,42,tests\fixtures\fake_annotations.csv,True
A2_feedback_langsung,entity,0.6798336989666615,0.9814814814814815,0.5555555555555556,0.7222222222222222,0.5291271319634437,0.19343065693430658,0.9189596023244416,0.34955828659619054,0.2712453427456341,583.0,54.0,0.09262435677530018,60,0.8892541767178154,20,12.5,42,tests\fixtures\fake_annotations.csv,True
A2_feedback_langsung,all,0.6388113288115093,0.9814814814814815,0.5185185185185185,0.6851851851851852,0.41535015540305087,0.12072892938496584,0.9163473818646233,0.41411554665157596,0.30796592356245317,750.0,54.0,0.072,60,0.8892541767178154,20,12.5,42,tests\fixtures\fake_annotations.csv,True
A3_feedback_propagasi,entity,0.6963499727858808,1.0,0.5555555555555556,0.7407407407407407,0.5271081405535187,0.1935483870967742,0.9259609325771897,0.3521221322540819,0.2708553813439806,583.0,54.0,0.09262435677530018,60,0.885774209753444,61,12.4,42,tests\fixtures\fake_annotations.csv,True
A3_feedback_propagasi,all,0.6609005976035874,1.0,0.5555555555555556,0.7037037037037037,0.412,0.1210762331838565,0.9256332481907195,0.4162603084654693,0.30733148327488025,750.0,54.0,0.072,60,0.885774209753444,61,12.4,42,tests\fixtures\fake_annotations.csv,True
