seed,model,split,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,best_epoch,val_auprc_weak,num_parameters,num_features
45,gcn_homogeneous,val,entity,0.452468912106322,0.7058823529411765,0.37254901960784315,0.5098039215686274,0.4358974358974359,0.12,0.7074712021088362,0.4275306739441024,0.36873807454296204,594.0,51.0,0.08585858585858586,184.0,0.9233047518564892,21250.0,
45,gcn_homogeneous,val,all,0.16404808495135914,0.7058823529411765,0.29411764705882354,0.37254901960784315,0.3775244840369612,0.08450704225352113,0.6560212067659682,0.49947586479931905,0.43849100613549097,750.0,51.0,0.068,184.0,0.9233047518564892,21250.0,
45,gcn_homogeneous,test,entity,0.49034066015072436,0.7948717948717948,0.4358974358974359,0.5384615384615384,0.4388918913509077,0.11231884057971014,0.760318645755539,0.4315638924896271,0.3657209336141803,554.0,39.0,0.0703971119133574,184.0,0.9233047518564892,21250.0,
45,gcn_homogeneous,test,all,0.1335896237521215,0.7948717948717948,0.28205128205128205,0.41025641025641024,0.35554314153674266,0.06950672645739911,0.6896750694219049,0.5357900101086387,0.4715937986658908,750.0,39.0,0.052,184.0,0.9233047518564892,21250.0,
46,rgcn,val,entity,0.7663505721977075,0.9130434782608695,0.5507246376811594,0.7971014492753623,0.552209540532631,0.23247232472324722,0.9042844382977498,0.34791653255038146,0.3044638285488337,572.0,69.0,0.12062937062937062,103.0,0.9430207629885664,144130.0,
46,rgcn,val,all,0.5602707241240658,0.9130434782608695,0.463768115942029,0.6086956521739131,0.5310333578011581,0.1891891891891892,0.8768115942028986,0.3899849068484579,0.32199766570727884,750.0,69.0,0.092,103.0,0.9430207629885664,144130.0,
46,rgcn,test,entity,0.696582106314296,0.9047619047619048,0.5714285714285714,0.7619047619047619,0.5569485294117648,0.22178988326848248,0.9034847655537311,0.33094044811416823,0.28219059514142897,585.0,63.0,0.1076923076923077,103.0,0.9430207629885664,144130.0,
46,rgcn,test,all,0.5080732020531352,0.9047619047619048,0.42857142857142855,0.6825396825396826,0.5369534863840579,0.1832797427652733,0.8822462512418844,0.3689613086558734,0.2964342434537988,750.0,63.0,0.084,103.0,0.9430207629885664,144130.0,
46,rule_based,val,entity,0.2815967881928675,0.9130434782608695,0.2753623188405797,0.43478260869565216,0.5178895022967677,0.21212121212121213,0.7797706514535971,0.411888111916768,0.31324300730301374,572.0,69.0,0.12062937062937062,,,,
46,rule_based,val,all,0.2133744261582019,0.9130434782608695,0.2753623188405797,0.4057971014492754,0.45211483673022135,0.1510791366906475,0.76274234395284,0.4622000005741914,0.3486766676231226,750.0,69.0,0.092,,,,
46,rule_based,test,entity,0.24772401572952604,0.8888888888888888,0.2222222222222222,0.4603174603174603,0.4938089792705148,0.18421052631578946,0.7869610168460743,0.4125641034709082,0.3095512831975253,585.0,63.0,0.1076923076923077,,,,
46,rule_based,test,all,0.19422464704333747,0.8888888888888888,0.2222222222222222,0.4126984126984127,0.441730204554988,0.1362530413625304,0.7759293916499157,0.45126666766405105,0.33333000125805545,750.0,63.0,0.084,,,,
46,mlp,val,entity,0.30785441086831095,0.6956521739130435,0.2463768115942029,0.4057971014492754,0.4869842936518353,0.17582417582417584,0.6840118708041605,0.3548922535533515,0.27284171124036677,572.0,69.0,0.12062937062937062,98.0,0.8085670541328087,4866.0,
46,mlp,val,all,0.2255850323510722,0.6956521739130435,0.18840579710144928,0.3333333333333333,0.42408746399249553,0.12090680100755667,0.6533231181765946,0.4112566898241639,0.3067038333607849,750.0,69.0,0.092,98.0,0.8085670541328087,4866.0,
46,mlp,test,entity,0.26952919170860595,0.7619047619047619,0.20634920634920634,0.3492063492063492,0.4882213438735178,0.1702127659574468,0.6715015508118956,0.3749279980094005,0.2832386058773883,585.0,63.0,0.1076923076923077,98.0,0.8085670541328087,4866.0,
