metric,scope,model_a,model_b,n_seeds,mean_a,mean_b,mean_diff,wins_a,statistic,p_value,min_achievable_p
auprc,entity,rgcn,rule_based,6,0.4744010769661933,0.1495811633205537,0.3248199136456396,6,0.0,0.03125,0.03125
auprc,entity,rgcn,mlp,6,0.4744010769661933,0.18454257372579094,0.2898585032404024,6,0.0,0.03125,0.03125
auprc,entity,rgcn,xgb_graph,6,0.4744010769661933,0.2665557203321379,0.20784535663405537,5,1.0,0.0625,0.03125
auprc,entity,rgcn,gcn_homogeneous,6,0.4744010769661933,0.5207600413127847,-0.046358964346591335,2,6.0,0.4375,0.03125
auprc,all,rgcn,rule_based,6,0.39728934986988285,0.11738383594436164,0.27990551392552127,6,0.0,0.03125,0.03125
auprc,all,rgcn,mlp,6,0.39728934986988285,0.13764737861622747,0.25964197125365546,6,0.0,0.03125,0.03125
auprc,all,rgcn,xgb_graph,6,0.39728934986988285,0.2577811183697438,0.13950823150013905,5,2.0,0.09375,0.03125
auprc,all,rgcn,gcn_homogeneous,6,0.39728934986988285,0.24320799733333506,0.1540813525365478,6,0.0,0.03125,0.03125
