seed,model,stage,confidence,accuracy,count
44,rgcn,before,0.26288106217980384,0.05,20
44,rgcn,before,0.33625725470483303,0.0,16
44,rgcn,before,0.428653543194135,0.05555555555555555,18
44,rgcn,before,0.5514977633953094,0.0,20
44,rgcn,before,0.6510639695020822,0.0,26
44,rgcn,before,0.7421800585893484,0.0,26
44,rgcn,before,0.860516159158004,0.05263157894736842,38
44,rgcn,before,0.9694538343172132,0.049079754601226995,163
44,rgcn,after,0.023921549702121583,0.029940119760479042,167
44,rgcn,after,0.14432983715087175,0.05,40
44,rgcn,after,0.25324423213799796,0.0,30
44,rgcn,after,0.3562967417568996,0.034482758620689655,29
44,rgcn,after,0.44353885531425474,0.04,25
44,rgcn,after,0.5515002117437475,0.0,34
44,rgcn,after,0.6438831139255214,0.0,37
44,rgcn,after,0.7580375031727117,0.04878048780487805,41
44,rgcn,after,0.8508293646754641,0.045454545454545456,66
44,rgcn,after,0.9521469260516919,0.05263157894736842,95
44,rule_based,before,0.0,0.04285714285714286,70
44,rule_based,before,0.12428571794714247,0.0,35
44,rule_based,before,0.21885246087293156,0.01639344262295082,61
44,rule_based,before,0.33636363527991553,0.030303030303030304,66
44,rule_based,before,0.44358973396130097,0.02564102564102564,39
44,rule_based,before,0.5296610240208901,0.05084745762711865,59
44,rule_based,before,0.637500007947286,0.06666666666666667,60
44,rule_based,before,0.75,0.03333333333333333,30
44,rule_based,before,0.8250000057397066,0.037037037037037035,54
44,rule_based,before,0.9933333317438762,0.022222222222222223,90
44,rule_based,after,0.0,0.04285714285714286,70
44,rule_based,after,0.12428571794714247,0.0,35
44,rule_based,after,0.21885246087293156,0.01639344262295082,61
44,rule_based,after,0.33636363527991553,0.030303030303030304,66
44,rule_based,after,0.44358973396130097,0.02564102564102564,39
44,rule_based,after,0.5296610240208901,0.05084745762711865,59
44,rule_based,after,0.637500007947286,0.06666666666666667,60
44,rule_based,after,0.75,0.03333333333333333,30
44,rule_based,after,0.8250000057397066,0.037037037037037035,54
44,rule_based,after,0.9933333317438762,0.022222222222222223,90
44,mlp,before,0.05722180136332387,0.02631578947368421,38
44,mlp,before,0.15359267847318397,0.013157894736842105,76
44,mlp,before,0.2298671542964083,0.02127659574468085,47
44,mlp,before,0.34644505652514374,0.01818181818181818,55
44,mlp,before,0.45824945310376725,0.03773584905660377,53
44,mlp,before,0.5479057675752884,0.05128205128205128,78
44,mlp,before,0.6466232101832118,0.05357142857142857,56
44,mlp,before,0.7523749326214646,0.030303030303030304,66
44,mlp,before,0.8452359108214683,0.0425531914893617,47
44,mlp,before,0.9433418400585651,0.041666666666666664,48
44,mlp,after,0.056244195340887496,0.02631578947368421,38
44,mlp,after,0.1521347674884294,0.013157894736842105,76
44,mlp,after,0.22991562572618326,0.020833333333333332,48
44,mlp,after,0.3463543659007108,0.018518518518518517,54
44,mlp,after,0.4579726868080643,0.03773584905660377,53
44,mlp,after,0.54822277258604,0.05128205128205128,78
44,mlp,after,0.6465663281354037,0.05454545454545454,55
44,mlp,after,0.7515046697396498,0.03076923076923077,65
44,mlp,after,0.8448006875660955,0.04081632653061224,49
44,mlp,after,0.9442942639191946,0.041666666666666664,48
44,xgb_graph,before,0.025840654411538964,0.020202020202020204,198
44,xgb_graph,before,0.14132048698460184,0.0,41
44,xgb_graph,before,0.24665401643142104,0.0,32
44,xgb_graph,before,0.3528169929981232,0.0,20
44,xgb_graph,before,0.4481455217237058,0.0,23
44,xgb_graph,before,0.5475605970079248,0.13636363636363635,22
44,xgb_graph,before,0.6461678985506296,0.03125,32
44,xgb_graph,before,0.751907314023664,0.03225806451612903,31
44,xgb_graph,before,0.8516377099724703,0.06976744186046512,43
44,xgb_graph,before,0.9612529810334816,0.05737704918032787,122
44,xgb_graph,after,0.04417683413050261,0.024096385542168676,166
44,xgb_graph,after,0.1525750278818364,0.0,49
44,xgb_graph,after,0.2456415613230906,0.0,38
44,xgb_graph,after,0.3471140759065747,0.0,32
44,xgb_graph,after,0.45171537173205406,0.0,29
44,xgb_graph,after,0.5527652881362222,0.12121212121212122,33
44,xgb_graph,after,0.6441539165220762,0.0,38
44,xgb_graph,after,0.7506278001126789,0.07142857142857142,42
44,xgb_graph,after,0.8573670649932603,0.05084745762711865,59
44,xgb_graph,after,0.9464915272517082,0.0641025641025641,78
44,gcn_homogeneous,before,0.016656314239051225,0.027777777777777776,180
44,gcn_homogeneous,before,0.1548758162693544,0.06060606060606061,33
44,gcn_homogeneous,before,0.24030115306377411,0.0,30
44,gcn_homogeneous,before,0.34436899248291464,0.0,17
