seed,model,scope,n_init,auprc_single,auprc_init_mean,auprc_init_std,auprc_ensemble,gain_vs_single,gain_vs_init_mean,ens_auprc,ens_recall,ens_recall_at_50,ens_recall_at_100,ens_macro_f1,ens_precision,ens_roc_auc,ens_ece,ens_brier,ens_n,ens_n_pos,ens_pos_rate
46,rgcn,entity,5,0.696582106314296,0.7225054058423694,0.023949843757528833,0.721258409791392,0.02467630347709604,-0.0012469960509774447,0.721258409791392,0.9206349206349206,0.6031746031746031,0.746031746031746,0.5432699194911612,0.2140221402214022,0.9015082405887003,0.34919519539728033,0.29794925989575133,585.0,63.0,0.1076923076923077
46,rgcn,all,5,0.5080732020531352,0.5654793425280819,0.04736992914688552,0.5723255707972029,0.0642523687440677,0.0068462282691210685,0.5723255707972029,0.9206349206349206,0.4444444444444444,0.6825396825396826,0.5262379708407858,0.17791411042944785,0.8854116124858483,0.3935057634763154,0.31505774796635616,750.0,63.0,0.084
46,mlp,entity,5,0.26952919170860595,0.2790481755728973,0.018839649211368135,0.27990131551872827,0.010372123810122313,0.0008531399458309719,0.27990131551872827,0.746031746031746,0.20634920634920634,0.3492063492063492,0.486482103637793,0.16785714285714284,0.6711062458188896,0.3707388458821254,0.2814005703671875,585.0,63.0,0.1076923076923077
46,mlp,all,5,0.21353866491361612,0.22354740401214906,0.01667659951069994,0.22420052339192026,0.010661858478304143,0.0006531193797711943,0.22420052339192026,0.746031746031746,0.20634920634920634,0.30158730158730157,0.4366597637153721,0.12207792207792208,0.6427531711374507,0.41983702515810734,0.31196986319872433,750.0,63.0,0.084
46,gcn_homogeneous,entity,5,0.8037871776956481,0.795702397887364,0.01719331556012337,0.7991336228265091,-0.004653554869138987,0.003431224939145161,0.7991336228265091,0.9047619047619048,0.6825396825396826,0.7936507936507936,0.5315024805102764,0.20577617328519857,0.9092014839141276,0.3543788233265769,0.29709033464654067,585.0,63.0,0.1076923076923077
46,gcn_homogeneous,all,5,0.40899101481295774,0.3910311487476732,0.019433187380280263,0.38078253974985593,-0.028208475063101812,-0.010248608997817266,0.38078253974985593,0.9047619047619048,0.36507936507936506,0.6825396825396826,0.42835365853658536,0.13286713286713286,0.8543240682978673,0.46642608447026046,0.4069162466568467,750.0,63.0,0.084
46,xgb_graph,entity,5,0.39671528058244093,0.449729163374143,0.04410189550502791,0.4663690828412371,0.0696538022587962,0.016639919467094144,0.4663690828412371,0.9365079365079365,0.4126984126984127,0.6349206349206349,0.5616471904116148,0.22692307692307692,0.8644103873988931,0.33397326690920937,0.25704832819814966,585.0,63.0,0.1076923076923077
46,xgb_graph,all,5,0.3905993271594078,0.4447080640408375,0.04514072297836891,0.4621824517564356,0.07158312459702776,0.01747438771559806,0.4621824517564356,0.9365079365079365,0.4126984126984127,0.6349206349206349,0.5528332629292136,0.19536423841059603,0.8850765925001733,0.33029646587238337,0.2325008003412201,750.0,63.0,0.084
46,rule_based,entity,1,0.24772401572952604,0.24772401572952604,0.0,0.24772401572952604,0.0,0.0,0.24772401572952604,0.8888888888888888,0.2222222222222222,0.4603174603174603,0.4938089792705148,0.18421052631578946,0.7869610168460743,0.4125641034709082,0.3095512831975253,585.0,63.0,0.1076923076923077
46,rule_based,all,1,0.19422464704333747,0.19422464704333747,0.0,0.19422464704333747,0.0,0.0,0.19422464704333747,0.8888888888888888,0.2222222222222222,0.4126984126984127,0.441730204554988,0.1362530413625304,0.7759293916499157,0.45126666766405105,0.33333000125805545,750.0,63.0,0.084
